ADDR | HEX  |       BINARY       | UNSIGNED |  S10 |  S12 |  S16
78E  | 7C9C | 0111_1100_1001_1100 |    31900 |  156 | -868 | 31900
78F  | 03FF | 0000_0011_1111_1111 |     1023 |   -1 | 1023 | 1023
790  | 003B | 0000_0000_0011_1011 |       59 |   59 |   59 |   59
791  | 08BA | 0000_1000_1011_1010 |     2234 |  186 | -1862 | 2234
792  | 7F43 | 0111_1111_0100_0011 |    32579 | -189 | -189 | 32579
793  | 7BA2 | 0111_1011_1010_0010 |    31650 |  -94 | -1118 | 31650
794  | 78BF | 0111_1000_1011_1111 |    30911 |  191 | -1857 | 30911
795  | 7B99 | 0111_1011_1001_1001 |    31641 | -103 | -1127 | 31641
796  | 00E6 | 0000_0000_1110_0110 |      230 |  230 |  230 |  230
797  | 7F47 | 0111_1111_0100_0111 |    32583 | -185 | -185 | 32583
798  | 7C20 | 0111_1100_0010_0000 |    31776 |   32 | -992 | 31776
799  | 003B | 0000_0000_0011_1011 |       59 |   59 |   59 |   59
79A  | 7BC4 | 0111_1011_1100_0100 |    31684 |  -60 | -1084 | 31684
79B  | 7864 | 0111_1000_0110_0100 |    30820 |  100 | -1948 | 30820
79C  | 0BC5 | 0000_1011_1100_0101 |     3013 |  -59 | -1083 | 3013
79D  | 041A | 0000_0100_0001_1010 |     1050 |   26 | 1050 | 1050
79E  | 7FDB | 0111_1111_1101_1011 |    32731 |  -37 |  -37 | 32731
79F  | 7F3D | 0111_1111_0011_1101 |    32573 | -195 | -195 | 32573
7A0  | 7F83 | 0111_1111_1000_0011 |    32643 | -125 | -125 | 32643
7A1  | 04A0 | 0000_0100_1010_0000 |     1184 |  160 | 1184 | 1184
7A2  | 0BE2 | 0000_1011_1110_0010 |     3042 |  -30 | -1054 | 3042
7A3  | 04BF | 0000_0100_1011_1111 |     1215 |  191 | 1215 | 1215
7A4  | 78BF | 0111_1000_1011_1111 |    30911 |  191 | -1857 | 30911
7A5  | 7B44 | 0111_1011_0100_0100 |    31556 | -188 | -1212 | 31556
7A6  | 7C3F | 0111_1100_0011_1111 |    31807 |   63 | -961 | 31807
7A7  | 0007 | 0000_0000_0000_0111 |        7 |    7 |    7 |    7
7A8  | 7C00 | 0111_1100_0000_0000 |    31744 |    0 | -1024 | 31744
7A9  | 03F9 | 0000_0011_1111_1001 |     1017 |   -7 | 1017 | 1017
7AA  | 079C | 0000_0111_1001_1100 |     1948 | -100 | 1948 | 1948
7AB  | 7B45 | 0111_1011_0100_0101 |    31557 | -187 | -1211 | 31557
7AC  | 037E | 0000_0011_0111_1110 |      894 | -130 |  894 |  894
7AD  | 0481 | 0000_0100_1000_0001 |     1153 |  129 | 1153 | 1153
7AE  | 7BC5 | 0111_1011_1100_0101 |    31685 |  -59 | -1083 | 31685
7AF  | 009A | 0000_0000_1001_1010 |      154 |  154 |  154 |  154
7B0  | 7C99 | 0111_1100_1001_1001 |    31897 |  153 | -871 | 31897
7B1  | 7FA5 | 0111_1111_1010_0101 |    32677 |  -91 |  -91 | 32677
7B2  | 7C82 | 0111_1100_1000_0010 |    31874 |  130 | -894 | 31874
7B3  | 0404 | 0000_0100_0000_0100 |     1028 |    4 | 1028 | 1028
7B4  | 7FC6 | 0111_1111_1100_0110 |    32710 |  -58 |  -58 | 32710
7B5  | 0BDA | 0000_1011_1101_1010 |     3034 |  -38 | -1062 | 3034
7B6  | 7B3F | 0111_1011_0011_1111 |    31551 | -193 | -1217 | 31551
7B7  | 079B | 0000_0111_1001_1011 |     1947 | -101 | 1947 | 1947
7B8  | 7FA2 | 0111_1111_1010_0010 |    32674 |  -94 |  -94 | 32674
7B9  | 789A | 0111_1000_1001_1010 |    30874 |  154 | -1894 | 30874
7BA  | 0066 | 0000_0000_0110_0110 |      102 |  102 |  102 |  102
7BB  | 7F63 | 0111_1111_0110_0011 |    32611 | -157 | -157 | 32611
7BC  | 78BF | 0111_1000_1011_1111 |    30911 |  191 | -1857 | 30911
7BD  | 0825 | 0000_1000_0010_0101 |     2085 |   37 | -2011 | 2085
7BE  | 0325 | 0000_0011_0010_0101 |      805 | -219 |  805 |  805
7BF  | 0BDA | 0000_1011_1101_1010 |     3034 |  -38 | -1062 | 3034
7C0  | 7BDB | 0111_1011_1101_1011 |    31707 |  -37 | -1061 | 31707
7C1  | 0843 | 0000_1000_0100_0011 |     2115 |   67 | -1981 | 2115
7C2  | 7BBF | 0111_1011_1011_1111 |    31679 |  -65 | -1089 | 31679
7C3  | 7886 | 0111_1000_1000_0110 |    30854 |  134 | -1914 | 30854
7C4  | 08FC | 0000_1000_1111_1100 |     2300 |  252 | -1796 | 2300
7C5  | 7BA5 | 0111_1011_1010_0101 |    31653 |  -91 | -1115 | 31653
7C6  | 7C46 | 0111_1100_0100_0110 |    31814 |   70 | -954 | 31814
7C7  | 78D9 | 0111_1000_1101_1001 |    30937 |  217 | -1831 | 30937
7C8  | 04A5 | 0000_0100_1010_0101 |     1189 |  165 | 1189 | 1189
7C9  | 7BA6 | 0111_1011_1010_0110 |    31654 |  -90 | -1114 | 31654
7CA  | 07DD | 0000_0111_1101_1101 |     2013 |  -35 | 2013 | 2013
7CB  | 7804 | 0111_1000_0000_0100 |    30724 |    4 | -2044 | 30724
7CC  | 7B41 | 0111_1011_0100_0001 |    31553 | -191 | -1215 | 31553
7CD  | 0BC0 | 0000_1011_1100_0000 |     3008 |  -64 | -1088 | 3008
7CE  | 7F24 | 0111_1111_0010_0100 |    32548 | -220 | -220 | 32548
7CF  | 7F87 | 0111_1111_1000_0111 |    32647 | -121 | -121 | 32647
7D0  | 00C1 | 0000_0000_1100_0001 |      193 |  193 |  193 |  193
7D1  | 0842 | 0000_1000_0100_0010 |     2114 |   66 | -1982 | 2114
7D2  | 0B66 | 0000_1011_0110_0110 |     2918 | -154 | -1178 | 2918
7D3  | 7C21 | 0111_1100_0010_0001 |    31777 |   33 | -991 | 31777
7D4  | 0B67 | 0000_1011_0110_0111 |     2919 | -153 | -1177 | 2919
7D5  | 7CFF | 0111_1100_1111_1111 |    31999 |  255 | -769 | 31999
7D6  | 0BDC | 0000_1011_1101_1100 |     3036 |  -36 | -1060 | 3036
7D7  | 7B3D | 0111_1011_0011_1101 |    31549 | -195 | -1219 | 31549
7D8  | 7C99 | 0111_1100_1001_1001 |    31897 |  153 | -871 | 31897
7D9  | 7FC6 | 0111_1111_1100_0110 |    32710 |  -58 |  -58 | 32710
7DA  | 0799 | 0000_0111_1001_1001 |     1945 | -103 | 1945 | 1945
7DB  | 081B | 0000_1000_0001_1011 |     2075 |   27 | -2021 | 2075
7DC  | 08A5 | 0000_1000_1010_0101 |     2213 |  165 | -1883 | 2213
7DD  | 7C66 | 0111_1100_0110_0110 |    31846 |  102 | -922 | 31846
7DE  | 7820 | 0111_1000_0010_0000 |    30752 |   32 | -2016 | 30752
7DF  | 7B86 | 0111_1011_1000_0110 |    31622 | -122 | -1146 | 31622
7E0  | 785A | 0111_1000_0101_1010 |    30810 |   90 | -1958 | 30810
7E1  | 089C | 0000_1000_1001_1100 |     2204 |  156 | -1892 | 2204
7E2  | 045A | 0000_0100_0101_1010 |     1114 |   90 | 1114 | 1114
7E3  | 7FC6 | 0111_1111_1100_0110 |    32710 |  -58 |  -58 | 32710
7E4  | 033D | 0000_0011_0011_1101 |      829 | -195 |  829 |  829
7E5  | 0781 | 0000_0111_1000_0001 |     1921 | -127 | 1921 | 1921
7E6  | 03F9 | 0000_0011_1111_1001 |     1017 |   -7 | 1017 | 1017
7E7  | 049D | 0000_0100_1001_1101 |     1181 |  157 | 1181 | 1181
7E8  | 78E6 | 0111_1000_1110_0110 |    30950 |  230 | -1818 | 30950
7E9  | 0B27 | 0000_1011_0010_0111 |     2855 | -217 | -1241 | 2855
7EA  | 0001 | 0000_0000_0000_0001 |        1 |    1 |    1 |    1
7EB  | 0487 | 0000_0100_1000_0111 |     1159 |  135 | 1159 | 1159
7EC  | 0859 | 0000_1000_0101_1001 |     2137 |   89 | -1959 | 2137
7ED  | 0081 | 0000_0000_1000_0001 |      129 |  129 |  129 |  129
7EE  | 7C60 | 0111_1100_0110_0000 |    31840 |   96 | -928 | 31840
7EF  | 07DC | 0000_0111_1101_1100 |     2012 |  -36 | 2012 | 2012
7F0  | 7FA4 | 0111_1111_1010_0100 |    32676 |  -92 |  -92 | 32676
7F1  | 7843 | 0111_1000_0100_0011 |    30787 |   67 | -1981 | 30787
7F2  | 7C62 | 0111_1100_0110_0010 |    31842 |   98 | -926 | 31842
7F3  | 7CFD | 0111_1100_1111_1101 |    31997 |  253 | -771 | 31997
7F4  | 04C5 | 0000_0100_1100_0101 |     1221 |  197 | 1221 | 1221
7F5  | 783D | 0111_1000_0011_1101 |    30781 |   61 | -1987 | 30781
7F6  | 7F43 | 0111_1111_0100_0011 |    32579 | -189 | -189 | 32579
7F7  | 0BA4 | 0000_1011_1010_0100 |     2980 |  -92 | -1116 | 2980
7F8  | 03DE | 0000_0011_1101_1110 |      990 |  -34 |  990 |  990
7F9  | 7FFF | 0111_1111_1111_1111 |    32767 |   -1 |   -1 | 32767
7FA  | 7BA0 | 0111_1011_1010_0000 |    31648 |  -96 | -1120 | 31648
7FB  | 7C27 | 0111_1100_0010_0111 |    31783 |   39 | -985 | 31783
7FC  | 0326 | 0000_0011_0010_0110 |      806 | -218 |  806 |  806
7FD  | 7BE0 | 0111_1011_1110_0000 |    31712 |  -32 | -1056 | 31712
7FE  | 0443 | 0000_0100_0100_0011 |     1091 |   67 | 1091 | 1091
7FF  | 7BE6 | 0111_1011_1110_0110 |    31718 |  -26 | -1050 | 31718
800  | 0785 | 0000_0111_1000_0101 |     1925 | -123 | 1925 | 1925
801  | 783A | 0111_1000_0011_1010 |    30778 |   58 | -1990 | 30778
802  | 00C1 | 0000_0000_1100_0001 |      193 |  193 |  193 |  193
803  | 009F | 0000_0000_1001_1111 |      159 |  159 |  159 |  159
804  | 787C | 0111_1000_0111_1100 |    30844 |  124 | -1924 | 30844
805  | 7FBC | 0111_1111_1011_1100 |    32700 |  -68 |  -68 | 32700
806  | 0383 | 0000_0011_1000_0011 |      899 | -125 |  899 |  899
807  | 04A0 | 0000_0100_1010_0000 |     1184 |  160 | 1184 | 1184
808  | 07FC | 0000_0111_1111_1100 |     2044 |   -4 | 2044 | 2044
809  | 0B85 | 0000_1011_1000_0101 |     2949 | -123 | -1147 | 2949
80A  | 04E7 | 0000_0100_1110_0111 |     1255 |  231 | 1255 | 1255
80B  | 0B7E | 0000_1011_0111_1110 |     2942 | -130 | -1154 | 2942
80C  | 783D | 0111_1000_0011_1101 |    30781 |   61 | -1987 | 30781
80D  | 787B | 0111_1000_0111_1011 |    30843 |  123 | -1925 | 30843
80E  | 7805 | 0111_1000_0000_0101 |    30725 |    5 | -2043 | 30725
80F  | 7F26 | 0111_1111_0010_0110 |    32550 | -218 | -218 | 32550
810  | 7FE2 | 0111_1111_1110_0010 |    32738 |  -30 |  -30 | 32738
811  | 0823 | 0000_1000_0010_0011 |     2083 |   35 | -2013 | 2083
812  | 041A | 0000_0100_0001_1010 |     1050 |   26 | 1050 | 1050
813  | 0401 | 0000_0100_0000_0001 |     1025 |    1 | 1025 | 1025
814  | 78A2 | 0111_1000_1010_0010 |    30882 |  162 | -1886 | 30882
815  | 03C1 | 0000_0011_1100_0001 |      961 |  -63 |  961 |  961
816  | 7C79 | 0111_1100_0111_1001 |    31865 |  121 | -903 | 31865
817  | 7F82 | 0111_1111_1000_0010 |    32642 | -126 | -126 | 32642
818  | 781B | 0111_1000_0001_1011 |    30747 |   27 | -2021 | 30747
819  | 7F60 | 0111_1111_0110_0000 |    32608 | -160 | -160 | 32608
81A  | 78BE | 0111_1000_1011_1110 |    30910 |  190 | -1858 | 30910
81B  | 083D | 0000_1000_0011_1101 |     2109 |   61 | -1987 | 2109
81C  | 04BD | 0000_0100_1011_1101 |     1213 |  189 | 1213 | 1213
81D  | 035E | 0000_0011_0101_1110 |      862 | -162 |  862 |  862
81E  | 0747 | 0000_0111_0100_0111 |     1863 | -185 | 1863 | 1863
81F  | 049F | 0000_0100_1001_1111 |     1183 |  159 | 1183 | 1183
820  | 08B9 | 0000_1000_1011_1001 |     2233 |  185 | -1863 | 2233
821  | 7CE1 | 0111_1100_1110_0001 |    31969 |  225 | -799 | 31969
822  | 009B | 0000_0000_1001_1011 |      155 |  155 |  155 |  155
823  | 7FFC | 0111_1111_1111_1100 |    32764 |   -4 |   -4 | 32764
824  | 0482 | 0000_0100_1000_0010 |     1154 |  130 | 1154 | 1154
825  | 7859 | 0111_1000_0101_1001 |    30809 |   89 | -1959 | 30809
826  | 0785 | 0000_0111_1000_0101 |     1925 | -123 | 1925 | 1925
827  | 7C43 | 0111_1100_0100_0011 |    31811 |   67 | -957 | 31811
828  | 0402 | 0000_0100_0000_0010 |     1026 |    2 | 1026 | 1026
829  | 783B | 0111_1000_0011_1011 |    30779 |   59 | -1989 | 30779
82A  | 0BFA | 0000_1011_1111_1010 |     3066 |   -6 | -1030 | 3066
82B  | 7FBA | 0111_1111_1011_1010 |    32698 |  -70 |  -70 | 32698
82C  | 0406 | 0000_0100_0000_0110 |     1030 |    6 | 1030 | 1030
82D  | 7F99 | 0111_1111_1001_1001 |    32665 | -103 | -103 | 32665
82E  | 0B40 | 0000_1011_0100_0000 |     2880 | -192 | -1216 | 2880
82F  | 047B | 0000_0100_0111_1011 |     1147 |  123 | 1147 | 1147
830  | 04FB | 0000_0100_1111_1011 |     1275 |  251 | 1275 | 1275
831  | 7C9E | 0111_1100_1001_1110 |    31902 |  158 | -866 | 31902
832  | 7FC5 | 0111_1111_1100_0101 |    32709 |  -59 |  -59 | 32709
833  | 7820 | 0111_1000_0010_0000 |    30752 |   32 | -2016 | 30752
834  | 0B25 | 0000_1011_0010_0101 |     2853 | -219 | -1243 | 2853
835  | 7867 | 0111_1000_0110_0111 |    30823 |  103 | -1945 | 30823
836  | 0441 | 0000_0100_0100_0001 |     1089 |   65 | 1089 | 1089
837  | 7C81 | 0111_1100_1000_0001 |    31873 |  129 | -895 | 31873
838  | 07FC | 0000_0111_1111_1100 |     2044 |   -4 | 2044 | 2044
839  | 0446 | 0000_0100_0100_0110 |     1094 |   70 | 1094 | 1094
83A  | 003D | 0000_0000_0011_1101 |       61 |   61 |   61 |   61
83B  | 005A | 0000_0000_0101_1010 |       90 |   90 |   90 |   90
83C  | 0423 | 0000_0100_0010_0011 |     1059 |   35 | 1059 | 1059
83D  | 7C41 | 0111_1100_0100_0001 |    31809 |   65 | -959 | 31809
83E  | 0460 | 0000_0100_0110_0000 |     1120 |   96 | 1120 | 1120
83F  | 00BB | 0000_0000_1011_1011 |      187 |  187 |  187 |  187
840  | 7F63 | 0111_1111_0110_0011 |    32611 | -157 | -157 | 32611
841  | 0464 | 0000_0100_0110_0100 |     1124 |  100 | 1124 | 1124
842  | 08A5 | 0000_1000_1010_0101 |     2213 |  165 | -1883 | 2213
843  | 0BA1 | 0000_1011_1010_0001 |     2977 |  -95 | -1119 | 2977
844  | 041B | 0000_0100_0001_1011 |     1051 |   27 | 1051 | 1051
845  | 7C01 | 0111_1100_0000_0001 |    31745 |    1 | -1023 | 31745
846  | 079A | 0000_0111_1001_1010 |     1946 | -102 | 1946 | 1946
847  | 04E4 | 0000_0100_1110_0100 |     1252 |  228 | 1252 | 1252
848  | 00E2 | 0000_0000_1110_0010 |      226 |  226 |  226 |  226
849  | 0881 | 0000_1000_1000_0001 |     2177 |  129 | -1919 | 2177
84A  | 0067 | 0000_0000_0110_0111 |      103 |  103 |  103 |  103
84B  | 0060 | 0000_0000_0110_0000 |       96 |   96 |   96 |   96
84C  | 0721 | 0000_0111_0010_0001 |     1825 | -223 | 1825 | 1825
84D  | 033D | 0000_0011_0011_1101 |      829 | -195 |  829 |  829
84E  | 08E3 | 0000_1000_1110_0011 |     2275 |  227 | -1821 | 2275
84F  | 0383 | 0000_0011_1000_0011 |      899 | -125 |  899 |  899
850  | 0BDA | 0000_1011_1101_1010 |     3034 |  -38 | -1062 | 3034
851  | 0000 | 0000_0000_0000_0000 |        0 |    0 |    0 |    0
852  | 0BC4 | 0000_1011_1100_0100 |     3012 |  -60 | -1084 | 3012
853  | 0087 | 0000_0000_1000_0111 |      135 |  135 |  135 |  135
854  | 003E | 0000_0000_0011_1110 |       62 |   62 |   62 |   62
855  | 7CE0 | 0111_1100_1110_0000 |    31968 |  224 | -800 | 31968
856  | 08E3 | 0000_1000_1110_0011 |     2275 |  227 | -1821 | 2275
857  | 083D | 0000_1000_0011_1101 |     2109 |   61 | -1987 | 2109
858  | 08C2 | 0000_1000_1100_0010 |     2242 |  194 | -1854 | 2242
859  | 7B5A | 0111_1011_0101_1010 |    31578 | -166 | -1190 | 31578
85A  | 005E | 0000_0000_0101_1110 |       94 |   94 |   94 |   94
85B  | 0B3D | 0000_1011_0011_1101 |     2877 | -195 | -1219 | 2877
85C  | 7B44 | 0111_1011_0100_0100 |    31556 | -188 | -1212 | 31556
85D  | 7FA5 | 0111_1111_1010_0101 |    32677 |  -91 |  -91 | 32677
85E  | 0B84 | 0000_1011_1000_0100 |     2948 | -124 | -1148 | 2948
85F  | 0B9D | 0000_1011_1001_1101 |     2973 |  -99 | -1123 | 2973
860  | 7825 | 0111_1000_0010_0101 |    30757 |   37 | -2011 | 30757
861  | 0079 | 0000_0000_0111_1001 |      121 |  121 |  121 |  121
862  | 7C1A | 0111_1100_0001_1010 |    31770 |   26 | -998 | 31770
863  | 0BC0 | 0000_1011_1100_0000 |     3008 |  -64 | -1088 | 3008
864  | 0325 | 0000_0011_0010_0101 |      805 | -219 |  805 |  805
865  | 7F46 | 0111_1111_0100_0110 |    32582 | -186 | -186 | 32582
866  | 07C5 | 0000_0111_1100_0101 |     1989 |  -59 | 1989 | 1989
867  | 047B | 0000_0100_0111_1011 |     1147 |  123 | 1147 | 1147
868  | 7F42 | 0111_1111_0100_0010 |    32578 | -190 | -190 | 32578
869  | 78FB | 0111_1000_1111_1011 |    30971 |  251 | -1797 | 30971
86A  | 7CA0 | 0111_1100_1010_0000 |    31904 |  160 | -864 | 31904
86B  | 7C40 | 0111_1100_0100_0000 |    31808 |   64 | -960 | 31808
86C  | 7BBA | 0111_1011_1011_1010 |    31674 |  -70 | -1094 | 31674
86D  | 78C0 | 0111_1000_1100_0000 |    30912 |  192 | -1856 | 30912
86E  | 03A3 | 0000_0011_1010_0011 |      931 |  -93 |  931 |  931
86F  | 03C5 | 0000_0011_1100_0101 |      965 |  -59 |  965 |  965
870  | 7BC5 | 0111_1011_1100_0101 |    31685 |  -59 | -1083 | 31685
871  | 04D9 | 0000_0100_1101_1001 |     1241 |  217 | 1241 | 1241
872  | 07DE | 0000_0111_1101_1110 |     2014 |  -34 | 2014 | 2014
873  | 7CC0 | 0111_1100_1100_0000 |    31936 |  192 | -832 | 31936
874  | 0B5B | 0000_1011_0101_1011 |     2907 | -165 | -1189 | 2907
875  | 7CC0 | 0111_1100_1100_0000 |    31936 |  192 | -832 | 31936
876  | 7C44 | 0111_1100_0100_0100 |    31812 |   68 | -956 | 31812
877  | 08D9 | 0000_1000_1101_1001 |     2265 |  217 | -1831 | 2265
878  | 78A3 | 0111_1000_1010_0011 |    30883 |  163 | -1885 | 30883
879  | 04E3 | 0000_0100_1110_0011 |     1251 |  227 | 1251 | 1251
87A  | 7CC1 | 0111_1100_1100_0001 |    31937 |  193 | -831 | 31937
87B  | 0B65 | 0000_1011_0110_0101 |     2917 | -155 | -1179 | 2917
87C  | 00C3 | 0000_0000_1100_0011 |      195 |  195 |  195 |  195
87D  | 7FC5 | 0111_1111_1100_0101 |    32709 |  -59 |  -59 | 32709
87E  | 04A1 | 0000_0100_1010_0001 |     1185 |  161 | 1185 | 1185
87F  | 781D | 0111_1000_0001_1101 |    30749 |   29 | -2019 | 30749
880  | 7C82 | 0111_1100_1000_0010 |    31874 |  130 | -894 | 31874
881  | 7CBC | 0111_1100_1011_1100 |    31932 |  188 | -836 | 31932
882  | 0867 | 0000_1000_0110_0111 |     2151 |  103 | -1945 | 2151
883  | 0083 | 0000_0000_1000_0011 |      131 |  131 |  131 |  131
884  | 033E | 0000_0011_0011_1110 |      830 | -194 |  830 |  830
885  | 7B24 | 0111_1011_0010_0100 |    31524 | -220 | -1244 | 31524
886  | 047F | 0000_0100_0111_1111 |     1151 |  127 | 1151 | 1151
887  | 78BD | 0111_1000_1011_1101 |    30909 |  189 | -1859 | 30909
888  | 7F43 | 0111_1111_0100_0011 |    32579 | -189 | -189 | 32579
889  | 7C65 | 0111_1100_0110_0101 |    31845 |  101 | -923 | 31845
88A  | 00E2 | 0000_0000_1110_0010 |      226 |  226 |  226 |  226
88B  | 0481 | 0000_0100_1000_0001 |     1153 |  129 | 1153 | 1153
88C  | 089B | 0000_1000_1001_1011 |     2203 |  155 | -1893 | 2203
88D  | 07C7 | 0000_0111_1100_0111 |     1991 |  -57 | 1991 | 1991
88E  | 7C3F | 0111_1100_0011_1111 |    31807 |   63 | -961 | 31807
88F  | 0B82 | 0000_1011_1000_0010 |     2946 | -126 | -1150 | 2946
890  | 0762 | 0000_0111_0110_0010 |     1890 | -158 | 1890 | 1890
891  | 0483 | 0000_0100_1000_0011 |     1155 |  131 | 1155 | 1155
892  | 081D | 0000_1000_0001_1101 |     2077 |   29 | -2019 | 2077
893  | 7C66 | 0111_1100_0110_0110 |    31846 |  102 | -922 | 31846
894  | 045F | 0000_0100_0101_1111 |     1119 |   95 | 1119 | 1119
895  | 08C7 | 0000_1000_1100_0111 |     2247 |  199 | -1849 | 2247
896  | 7C3A | 0111_1100_0011_1010 |    31802 |   58 | -966 | 31802
897  | 089C | 0000_1000_1001_1100 |     2204 |  156 | -1892 | 2204
898  | 087A | 0000_1000_0111_1010 |     2170 |  122 | -1926 | 2170
899  | 07A6 | 0000_0111_1010_0110 |     1958 |  -90 | 1958 | 1958
89A  | 7C25 | 0111_1100_0010_0101 |    31781 |   37 | -987 | 31781
89B  | 0745 | 0000_0111_0100_0101 |     1861 | -187 | 1861 | 1861
89C  | 7B64 | 0111_1011_0110_0100 |    31588 | -156 | -1180 | 31588
89D  | 7BFF | 0111_1011_1111_1111 |    31743 |   -1 | -1025 | 31743
89E  | 7FFA | 0111_1111_1111_1010 |    32762 |   -6 |   -6 | 32762
89F  | 0BC5 | 0000_1011_1100_0101 |     3013 |  -59 | -1083 | 3013
8A0  | 07C6 | 0000_0111_1100_0110 |     1990 |  -58 | 1990 | 1990
8A1  | 0743 | 0000_0111_0100_0011 |     1859 | -189 | 1859 | 1859
8A2  | 7C59 | 0111_1100_0101_1001 |    31833 |   89 | -935 | 31833
8A3  | 7FC1 | 0111_1111_1100_0001 |    32705 |  -63 |  -63 | 32705
8A4  | 7B99 | 0111_1011_1001_1001 |    31641 | -103 | -1127 | 31641
8A5  | 0080 | 0000_0000_1000_0000 |      128 |  128 |  128 |  128
8A6  | 7F67 | 0111_1111_0110_0111 |    32615 | -153 | -153 | 32615
8A7  | 00BA | 0000_0000_1011_1010 |      186 |  186 |  186 |  186
8A8  | 7C64 | 0111_1100_0110_0100 |    31844 |  100 | -924 | 31844
8A9  | 08A0 | 0000_1000_1010_0000 |     2208 |  160 | -1888 | 2208
8AA  | 0B45 | 0000_1011_0100_0101 |     2885 | -187 | -1211 | 2885
8AB  | 7B3B | 0111_1011_0011_1011 |    31547 | -197 | -1221 | 31547
8AC  | 787E | 0111_1000_0111_1110 |    30846 |  126 | -1922 | 30846
8AD  | 007B | 0000_0000_0111_1011 |      123 |  123 |  123 |  123
8AE  | 7FA6 | 0111_1111_1010_0110 |    32678 |  -90 |  -90 | 32678
8AF  | 075F | 0000_0111_0101_1111 |     1887 | -161 | 1887 | 1887
8B0  | 7B42 | 0111_1011_0100_0010 |    31554 | -190 | -1214 | 31554
8B1  | 07E1 | 0000_0111_1110_0001 |     2017 |  -31 | 2017 | 2017
8B2  | 041A | 0000_0100_0001_1010 |     1050 |   26 | 1050 | 1050
8B3  | 7CA7 | 0111_1100_1010_0111 |    31911 |  167 | -857 | 31911
8B4  | 0044 | 0000_0000_0100_0100 |       68 |   68 |   68 |   68
8B5  | 7C04 | 0111_1100_0000_0100 |    31748 |    4 | -1020 | 31748
8B6  | 78C7 | 0111_1000_1100_0111 |    30919 |  199 | -1849 | 30919
8B7  | 0786 | 0000_0111_1000_0110 |     1926 | -122 | 1926 | 1926
8B8  | 7CFD | 0111_1100_1111_1101 |    31997 |  253 | -771 | 31997
8B9  | 7CC5 | 0111_1100_1100_0101 |    31941 |  197 | -827 | 31941
8BA  | 7F3E | 0111_1111_0011_1110 |    32574 | -194 | -194 | 32574
8BB  | 787C | 0111_1000_0111_1100 |    30844 |  124 | -1924 | 30844
8BC  | 03FC | 0000_0011_1111_1100 |     1020 |   -4 | 1020 | 1020
8BD  | 7F3C | 0111_1111_0011_1100 |    32572 | -196 | -196 | 32572
8BE  | 787A | 0111_1000_0111_1010 |    30842 |  122 | -1926 | 30842
8BF  | 079C | 0000_0111_1001_1100 |     1948 | -100 | 1948 | 1948
8C0  | 0803 | 0000_1000_0000_0011 |     2051 |    3 | -2045 | 2051
8C1  | 7B59 | 0111_1011_0101_1001 |    31577 | -167 | -1191 | 31577
8C2  | 0BC4 | 0000_1011_1100_0100 |     3012 |  -60 | -1084 | 3012
8C3  | 7CBE | 0111_1100_1011_1110 |    31934 |  190 | -834 | 31934
8C4  | 7FD9 | 0111_1111_1101_1001 |    32729 |  -39 |  -39 | 32729
8C5  | 7882 | 0111_1000_1000_0010 |    30850 |  130 | -1918 | 30850
8C6  | 083E | 0000_1000_0011_1110 |     2110 |   62 | -1986 | 2110
8C7  | 7FB9 | 0111_1111_1011_1001 |    32697 |  -71 |  -71 | 32697
8C8  | 045E | 0000_0100_0101_1110 |     1118 |   94 | 1118 | 1118
8C9  | 0382 | 0000_0011_1000_0010 |      898 | -126 |  898 |  898
8CA  | 03A0 | 0000_0011_1010_0000 |      928 |  -96 |  928 |  928
8CB  | 7C83 | 0111_1100_1000_0011 |    31875 |  131 | -893 | 31875
8CC  | 089A | 0000_1000_1001_1010 |     2202 |  154 | -1894 | 2202
8CD  | 7C5A | 0111_1100_0101_1010 |    31834 |   90 | -934 | 31834
8CE  | 08E6 | 0000_1000_1110_0110 |     2278 |  230 | -1818 | 2278
8CF  | 0467 | 0000_0100_0110_0111 |     1127 |  103 | 1127 | 1127
8D0  | 0BA5 | 0000_1011_1010_0101 |     2981 |  -91 | -1115 | 2981
8D1  | 7C04 | 0111_1100_0000_0100 |    31748 |    4 | -1020 | 31748
8D2  | 045C | 0000_0100_0101_1100 |     1116 |   92 | 1116 | 1116
8D3  | 7883 | 0111_1000_1000_0011 |    30851 |  131 | -1917 | 30851
8D4  | 001B | 0000_0000_0001_1011 |       27 |   27 |   27 |   27
8D5  | 7F5C | 0111_1111_0101_1100 |    32604 | -164 | -164 | 32604
8D6  | 7FE5 | 0111_1111_1110_0101 |    32741 |  -27 |  -27 | 32741
8D7  | 7C04 | 0111_1100_0000_0100 |    31748 |    4 | -1020 | 31748
8D8  | 047F | 0000_0100_0111_1111 |     1151 |  127 | 1151 | 1151
8D9  | 7BC5 | 0111_1011_1100_0101 |    31685 |  -59 | -1083 | 31685
